Course Code,Course Title,HEI Code,HEI,R1 Points,Year,ISCED
LC434,Environmental Management in Agriculture (Thurles),LC,Limerick Institute of Technology,278,2019,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
LC502,"Game Art and Design (Clonmel, portfolio)",LC,Limerick Institute of Technology,838,2019,Information and Communication Technologies (ICTs)
LC517,Creative Media and Design (Clonmel),LC,Limerick Institute of Technology,229,2019,Information and Communication Technologies (ICTs)
LC518,"Digital Animation Production (Clonmel, portfolio)",LC,Limerick Institute of Technology,816,2019,Information and Communication Technologies (ICTs)
LC612,Social Care Work (Ennis),LC,Limerick Institute of Technology,319,2019,Welfare
LC613,Early Childhood Education & Care (Ennis),LC,Limerick Institute of Technology,346,2019,Welfare
LM002,Arts (offered in conjunction with Mary Immaculate College),LM,University of Limerick,329,2019,Humanities (except languages)
LM020,Law and Accounting,LM,University of Limerick,436,2019,Law
LM026,Performing Arts (audition required),LM,University of Limerick,307,2019,Arts
LM028,Criminal Justice,LM,University of Limerick,387,2019,Law
LM029,Law Plus,LM,University of Limerick,473,2019,Law
LM038,Psychology and Sociology,LM,University of Limerick,478,2019,Social and behavioural sciences
LM039,Journalism and New Media,LM,University of Limerick,388,2019,Journalism and information
LM040,European Studies,LM,University of Limerick,350,2019,Humanities (except languages)
LM044,Applied Languages,LM,University of Limerick,404,2019,Languages
LM050,Business Studies,LM,University of Limerick,419,2019,Business and administration
LM056,International Business,LM,University of Limerick,511,2019,Business and administration
LM058,Financial Mathematics,LM,University of Limerick,434,2019,Mathematics and statistics
LM063,Technology Management,LM,University of Limerick,372,2019,Information and Communication Technologies (ICTs)
LM068,Food Science and Health,LM,University of Limerick,400,2019,Manufacturing and processing
LM076,Product Design and Technology (portfolio required),LM,University of Limerick,402,2019,Manufacturing and processing
LM077,Aeronautical Engineering,LM,University of Limerick,469,2019,Engineering and engineering trades
LM082,Construction Management and Engineering,LM,University of Limerick,368,2019,Architecture and construction
LM089,Sport and Exercise Sciences,LM,University of Limerick,441,2019,Personal services
LM090,Physical Education with concurrent Teacher Education,LM,University of Limerick,498,2019,Education
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),LM,University of Limerick,478,2019,Education
LM093,Equine Science,LM,University of Limerick,338,2019,Biological and related sciences
LM094,Materials and Architectural Technology with concurrent Teacher Education,LM,University of Limerick,405,2019,Education
LM095,Materials and Engineering Technology with concurrent Teacher Education,LM,University of Limerick,358,2019,Education
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),LM,University of Limerick,382,2019,Education
LM099,Architecture (portfolio required),LM,University of Limerick,419,2019,Architecture and construction
LM100,Physiotherapy,LM,University of Limerick,565,2019,Health
LM101,Medicine  - Graduate Entry (GAMSAT required),LM,University of Limerick,55,2019,Health
LM102,Psychology,LM,University of Limerick,495,2019,Social and behavioural sciences
LM103,Paramedic Studies (B and C1 Drivers Licence),LM,University of Limerick,313,2019,Health
LM115,Chemical and Biochemical Engineering,LM,University of Limerick,456,2019,Physical sciences
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),LM,University of Limerick,434,2019,Engineering and engineering trades
LM118,Electronic and Computer Engineering,LM,University of Limerick,401,2019,Engineering and engineering trades
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),LM,University of Limerick,352,2019,Information and Communication Technologies (ICTs)
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),LM,University of Limerick,330,2019,Information and Communication Technologies (ICTs)
LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),LM,University of Limerick,412,2019,Biological and related sciences
LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scienc,LM,University of Limerick,427,2019,Mathematics and statistics
LM125,Physics (Applied Physics/Mathematics and Physics),LM,University of Limerick,405,2019,Physical sciences
LM150,General Nursing,LM,University of Limerick,440,2019,Health
LM152,Mental Health Nursing,LM,University of Limerick,388,2019,Health
LM154,Intellectual Disability Nursing,LM,University of Limerick,381,2019,Health
LM156,Midwifery,LM,University of Limerick,429,2019,Health
MU001,Theology and Arts,MU,"Pontifical University, St Patrick's College",290,2019,Interdisciplinary programmes and qualifications involving arts and humanities
MU002,Theology,MU,"Pontifical University, St Patrick's College",292,2019,Interdisciplinary programmes and qualifications involving arts and humanities
MH001,Education - Primary Teaching (Froebel),MH,Maynooth University,496,2019,Education
MH101,Arts,MH,Maynooth University,316,2019,Humanities (except languages)
MH103,Music,MH,Maynooth University,,2019,Arts
MH106,Psychology - 3 years,MH,Maynooth University,495,2019,Social and behavioural sciences
MH107,Social Science,MH,Maynooth University,326,2019,Social and behavioural sciences
MH109,Media Studies,MH,Maynooth University,317,2019,Arts
MH116,Community and Youth Work (Full-Time),MH,Maynooth University,,2019,Welfare
MH201,Science,MH,Maynooth University,350,2019,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics"
MH202,Biotechnology,MH,Maynooth University,429,2019,Biological and related sciences
MH204,Physics with Astrophysics,MH,Maynooth University,420,2019,Physical sciences
MH206,Theoretical Physics and Mathematics,MH,Maynooth University,498,2019,Mathematics and statistics
MH207,Data Science,MH,Maynooth University,434,2019,Information and Communication Technologies (ICTs)
MH208,Biological and Biomedical Sciences,MH,Maynooth University,451,2019,Biological and related sciences
MH209,Psychology (through Science) - 4 years,MH,Maynooth University,473,2019,Social and behavioural sciences
MH210,Pharmaceutical and Biomedical Chemistry,MH,Maynooth University,446,2019,Physical sciences
MH212,Science/Computer Science/Mathematics (with Education) - options,MH,Maynooth University,444,2019,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics"
MH304,Engineering (Computer/Electronic/Communications),MH,Maynooth University,371,2019,Engineering and engineering trades
MH305,Product Design,MH,Maynooth University,358,2019,Engineering and engineering trades
MH306,Robotics and Intelligent Devices,MH,Maynooth University,361,2019,Engineering and engineering trades
MH401,Finance (options),MH,Maynooth University,352,2019,Business and administration
MH402,Quantitative Finance,MH,Maynooth University,476,2019,Business and administration
MH403,Accounting and Finance,MH,Maynooth University,402,2019,Business and administration
MH404,Business (options),MH,Maynooth University,400,2019,Business and administration
MH405,Equine Business,MH,Maynooth University,357,2019,Business and administration
MH407,Business and Accounting,MH,Maynooth University,401,2019,Business and administration
MH411,Entrepreneurship,MH,Maynooth University,358,2019,Business and administration
MH501,LLB Law - four year Single Major Law programme,MH,Maynooth University,451,2019,Law
MH502,Law (options),MH,Maynooth University,410,2019,Law
MH601,Computer Science through Arts (options),MH,Maynooth University,342,2019,Information and Communication Technologies (ICTs)
MH602,Computer Science through Science (options),MH,Maynooth University,357,2019,Information and Communication Technologies (ICTs)
MH603,Computational Thinking,MH,Maynooth University,520,2019,Information and Communication Technologies (ICTs)
MH801,Early Childhood - Teaching and Learning (part-time),MH,Maynooth University,347,2019,Education
MH802,"Community and Youth Work (part-time, in service",MH,Maynooth University,,2019,Welfare
MH803,"Local Studies or Community Studies (part-time, evening)- Mature Students",MH,Maynooth University,,2019,Social and behavioural sciences
AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",AS,St. Angela`s College,456,2019,Education
AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",AS,St. Angela`s College,400,2019,Education
AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",AS,St. Angela`s College,421,2019,Education
AS051,"Nutrition, Food and Business Management",AS,St. Angela`s College,337,2019,Business and administration
AS054,Home Economics,AS,St. Angela`s College,387,2019,Biological and related sciences
AS110,General Nursing,AS,St. Angela`s College,391,2019,Health
AS130,Intellectual Disability Nursing,AS,St. Angela`s College,317,2019,Health
SG141,Business,SG,"Institute of Technology, Sligo",252,2019,Business and administration
SG142,Business in International Marketing and Sales with French,SG,"Institute of Technology, Sligo",270,2019,Business and administration
SG144,Business in International Marketing and Sales with Spanish,SG,"Institute of Technology, Sligo",280,2019,Business and administration
SG146,Accounting,SG,"Institute of Technology, Sligo",307,2019,Business and administration
SG147,Sport with Business,SG,"Institute of Technology, Sligo",269,2019,Personal services
SG148,Tourism with Event Management,SG,"Institute of Technology, Sligo",246,2019,Personal services
SG241,Performing Arts,SG,"Institute of Technology, Sligo",279,2019,Arts
SG242,Early Childhood Care and Education,SG,"Institute of Technology, Sligo",278,2019,Welfare
SG243,Social Care Practice,SG,"Institute of Technology, Sligo",297,2019,Welfare
SG244,Fine Art,SG,"Institute of Technology, Sligo",355,2019,Arts
SG245,Creative Design,SG,"Institute of Technology, Sligo",261,2019,Arts
SG246,Computing,SG,"Institute of Technology, Sligo",295,2019,Information and Communication Technologies (ICTs)
SG247,English and Psychology,SG,"Institute of Technology, Sligo",308,2019,Social and behavioural sciences
SG248,Sociology and Politics,SG,"Institute of Technology, Sligo",282,2019,Social and behavioural sciences
SG249,Writing and Literature,SG,"Institute of Technology, Sligo",279,2019,Languages
SG250,Application Design and User Experience,SG,"Institute of Technology, Sligo",290,2019,Information and Communication Technologies (ICTs)
SG251,Computing (Smart Technologies),SG,"Institute of Technology, Sligo",303,2019,Information and Communication Technologies (ICTs)
SG252,Software Development,SG,"Institute of Technology, Sligo",300,2019,Information and Communication Technologies (ICTs)
SG253,Computer Networks and Cloud Infrastructure,SG,"Institute of Technology, Sligo",273,2019,Information and Communication Technologies (ICTs)
SG343,Quantity Surveying,SG,"Institute of Technology, Sligo",261,2019,Architecture and construction
SG346,Construction Project Management and Applied Technology,SG,"Institute of Technology, Sligo",289,2019,Architecture and construction
SG347,Architecture,SG,"Institute of Technology, Sligo",309,2019,Architecture and construction
SG442,Occupational Safety and Health,SG,"Institute of Technology, Sligo",289,2019,Hygiene and occupational health services
SG443,Human Nutrition,SG,"Institute of Technology, Sligo",357,2019,Health
SG444,Science (Undenominated),SG,"Institute of Technology, Sligo",308,2019,Biological and related sciences
SG445,Pharmaceutical Science with Drug Development,SG,"Institute of Technology, Sligo",347,2019,Physical sciences
SG447,Health Science and Physical Activity,SG,"Institute of Technology, Sligo",316,2019,Health
